cty,name,kir_rA_gP_pall,kir_rA_gP_pall_l,kir_rA_gP_p100,kir_rA_gP_p100_l,kir_rA_gP_p75,kir_rA_gP_p75_l,kir_rA_gP_p25,kir_rA_gP_p25_l,kir_rA_gP_p1,kir_rA_gP_p1_l,kir_rA_gP_p50,kir_rA_gP_p50_l,kir_rA_gF_pall,kir_rA_gF_pall_l,kir_rA_gF_p100,kir_rA_gF_p100_l,kir_rA_gF_p75,kir_rA_gF_p75_l,kir_rA_gF_p25,kir_rA_gF_p25_l,kir_rA_gF_p1,kir_rA_gF_p1_l,kir_rA_gF_p50,kir_rA_gF_p50_l,kir_rA_gM_pall,kir_rA_gM_pall_l,kir_rA_gM_p100,kir_rA_gM_p100_l,kir_rA_gM_p75,kir_rA_gM_p75_l,kir_rA_gM_p25,kir_rA_gM_p25_l,kir_rA_gM_p1,kir_rA_gM_p1_l,kir_rA_gM_p50,kir_rA_gM_p50_l,kir_rP_gP_pall,kir_rP_gP_pall_l,kir_rP_gP_p100,kir_rP_gP_p100_l,kir_rP_gP_p75,kir_rP_gP_p75_l,kir_rP_gP_p25,kir_rP_gP_p25_l,kir_rP_gP_p1,kir_rP_gP_p1_l,kir_rP_gP_p50,kir_rP_gP_p50_l,kir_rP_gF_pall,kir_rP_gF_pall_l,kir_rP_gF_p100,kir_rP_gF_p100_l,kir_rP_gF_p75,kir_rP_gF_p75_l,kir_rP_gF_p25,kir_rP_gF_p25_l,kir_rP_gF_p1,kir_rP_gF_p1_l,kir_rP_gF_p50,kir_rP_gF_p50_l,kir_rP_gM_pall,kir_rP_gM_pall_l,kir_rP_gM_p100,kir_rP_gM_p100_l,kir_rP_gM_p75,kir_rP_gM_p75_l,kir_rP_gM_p25,kir_rP_gM_p25_l,kir_rP_gM_p1,kir_rP_gM_p1_l,kir_rP_gM_p50,kir_rP_gM_p50_l,kir_rB_gP_pall,kir_rB_gP_pall_l,kir_rB_gP_p100,kir_rB_gP_p100_l,kir_rB_gP_p75,kir_rB_gP_p75_l,kir_rB_gP_p25,kir_rB_gP_p25_l,kir_rB_gP_p1,kir_rB_gP_p1_l,kir_rB_gP_p50,kir_rB_gP_p50_l,kir_rB_gF_pall,kir_rB_gF_pall_l,kir_rB_gF_p100,kir_rB_gF_p100_l,kir_rB_gF_p75,kir_rB_gF_p75_l,kir_rB_gF_p25,kir_rB_gF_p25_l,kir_rB_gF_p1,kir_rB_gF_p1_l,kir_rB_gF_p50,kir_rB_gF_p50_l,kir_rB_gM_pall,kir_rB_gM_pall_l,kir_rB_gM_p100,kir_rB_gM_p100_l,kir_rB_gM_p75,kir_rB_gM_p75_l,kir_rB_gM_p25,kir_rB_gM_p25_l,kir_rB_gM_p1,kir_rB_gM_p1_l,kir_rB_gM_p50,kir_rB_gM_p50_l,kir_rW_gP_pall,kir_rW_gP_pall_l,kir_rW_gP_p100,kir_rW_gP_p100_l,kir_rW_gP_p75,kir_rW_gP_p75_l,kir_rW_gP_p25,kir_rW_gP_p25_l,kir_rW_gP_p1,kir_rW_gP_p1_l,kir_rW_gP_p50,kir_rW_gP_p50_l,kir_rW_gF_pall,kir_rW_gF_pall_l,kir_rW_gF_p100,kir_rW_gF_p100_l,kir_rW_gF_p75,kir_rW_gF_p75_l,kir_rW_gF_p25,kir_rW_gF_p25_l,kir_rW_gF_p1,kir_rW_gF_p1_l,kir_rW_gF_p50,kir_rW_gF_p50_l,kir_rW_gM_pall,kir_rW_gM_pall_l,kir_rW_gM_p100,kir_rW_gM_p100_l,kir_rW_gM_p75,kir_rW_gM_p75_l,kir_rW_gM_p25,kir_rW_gM_p25_l,kir_rW_gM_p1,kir_rW_gM_p1_l,kir_rW_gM_p50,kir_rW_gM_p50_l,kir_rH_gP_pall,kir_rH_gP_pall_l,kir_rH_gP_p100,kir_rH_gP_p100_l,kir_rH_gP_p75,kir_rH_gP_p75_l,kir_rH_gP_p25,kir_rH_gP_p25_l,kir_rH_gP_p1,kir_rH_gP_p1_l,kir_rH_gP_p50,kir_rH_gP_p50_l,kir_rH_gF_pall,kir_rH_gF_pall_l,kir_rH_gF_p100,kir_rH_gF_p100_l,kir_rH_gF_p75,kir_rH_gF_p75_l,kir_rH_gF_p25,kir_rH_gF_p25_l,kir_rH_gF_p1,kir_rH_gF_p1_l,kir_rH_gF_p50,kir_rH_gF_p50_l,kir_rH_gM_pall,kir_rH_gM_pall_l,kir_rH_gM_p100,kir_rH_gM_p100_l,kir_rH_gM_p75,kir_rH_gM_p75_l,kir_rH_gM_p25,kir_rH_gM_p25_l,kir_rH_gM_p1,kir_rH_gM_p1_l,kir_rH_gM_p50,kir_rH_gM_p50_l,kir_rNA_gP_pall,kir_rNA_gP_pall_l,kir_rNA_gP_p100,kir_rNA_gP_p100_l,kir_rNA_gP_p75,kir_rNA_gP_p75_l,kir_rNA_gP_p25,kir_rNA_gP_p25_l,kir_rNA_gP_p1,kir_rNA_gP_p1_l,kir_rNA_gP_p50,kir_rNA_gP_p50_l,kir_rNA_gF_pall,kir_rNA_gF_pall_l,kir_rNA_gF_p100,kir_rNA_gF_p100_l,kir_rNA_gF_p75,kir_rNA_gF_p75_l,kir_rNA_gF_p25,kir_rNA_gF_p25_l,kir_rNA_gF_p1,kir_rNA_gF_p1_l,kir_rNA_gF_p50,kir_rNA_gF_p50_l,kir_rNA_gM_pall,kir_rNA_gM_pall_l,kir_rNA_gM_p100,kir_rNA_gM_p100_l,kir_rNA_gM_p75,kir_rNA_gM_p75_l,kir_rNA_gM_p25,kir_rNA_gM_p25_l,kir_rNA_gM_p1,kir_rNA_gM_p1_l,kir_rNA_gM_p50,kir_rNA_gM_p50_l
cty35035,"Otero County, NM",33584,32012,95084,649917,42778,49789,26380,22510,15895,2835,33227,34569,32137,31823,55275,649917,37322,55187,27484,20181,21015,0,31266,34043,35704,32148,649917,109238,47628,44332,26167,24590,13142,10418,35546,34273,25709,24087,44594,39196,33336,31310,21343,20689,13817,14903,27267,25788,21763,19684,38798,36010,28125,26600,18331,16655,12427,12155,22781,20813,29502,28248,51335,42335,38567,35817,24259,24591,15023,17630,31589,30472,22333,25705,55944,47474,33803,34952,17233,21830,5728,12724,25843,28362,23106,21974,56147,33171,34055,26670,17301,19814,6587,15462,26130,23181,21718,29046,57082,64489,34100,42669,17272,23921,4875,10137,25898,33189,28405,26089,44532,37917,34045,31231,23191,21910,16304,16813,28370,26372,23286,20804,36824,34538,27849,26219,19327,16665,14428,12638,23124,20699,33142,31035,52697,41005,39916,35902,26811,26925,18013,21113,33258,31640,24836,23054,44894,38951,32774,30031,22506,21441,15018,14332,27609,25797,21236,18884,40117,36499,28446,25930,18915,17066,13196,11826,23597,21192,28664,27062,51226,40140,37729,33595,26262,25658,16852,16974,31920,30004,16352,12991,34904,16210,24886,14559,15917,12567,10363,11118,20294,13563,16191,12810,25405,21081,19787,16197,15775,12352,13202,9628,17554,14051,16648,13146,41793,12868,29085,12830,15554,12759,7278,12708,22625,12797
cty31107,"Knox County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33767,35036,44606,52301,38335,42358,31740,31102,27596,25114,34947,36337,30604,31433,44970,49562,35966,38358,28251,28041,23379,23130,31720,32306,36787,39179,44694,54645,40365,46475,35033,34751,31664,28111,37759,40646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34872,36167,42918,52134,38269,42965,33398,32242,30387,26668,35696,37207,31780,32518,42315,45911,35958,38002,30217,29746,26847,26095,32745,33195,37906,40402,43624,58343,40418,48581,36642,35320,34152,27643,38512,41923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15330,18551,48481,40190,28870,29274,12795,16258,2575,7524,20557,22693,9692,13496,31030,44784,18505,26821,9787,12599,3779,3057,13719,18694,21239,23455,52487,31545,33487,27775,15456,20624,4411,15557,24894,24473
cty56025,"Natrona County, WY",35883,37667,33043,57176,35406,42344,37056,32555,38154,25122,36344,37051,,31519,,28586,,30893,,33007,,34777,,32078,36048,40389,28485,104249,35258,48741,40187,31499,43600,19541,37879,39691,33472,33920,47024,46883,37151,38349,27064,27811,20597,22027,31989,32782,26339,27449,38808,42651,29439,31929,20877,21053,15507,15851,24773,25633,40492,40113,56027,51251,44749,44500,33224,34210,26154,28266,38978,39448,25742,23435,26088,42988,25664,32704,25281,21381,25005,13506,25479,27033,26461,21339,19609,32322,24123,26588,28224,20539,30943,16651,26071,23510,25353,24979,31769,49821,28172,36427,24946,21532,22458,10432,26597,29062,34528,34677,47694,46360,37763,38553,27953,28564,21781,23181,32578,33261,27071,28430,39083,42514,29878,32544,21257,21617,16159,16702,25100,26263,41967,40731,57193,50566,45606,44486,34653,34985,27784,29249,39914,39845,29021,30293,35502,52216,31466,38040,27865,26350,25212,16546,29650,32191,21796,20885,23516,39479,22439,27573,21546,17697,20985,11830,21983,22308,36832,40186,49656,63043,41744,48624,34896,36130,29515,24029,38245,42603,16077,24076,46943,68938,29760,41951,15382,20917,6325,6864,22425,31136,15072,13451,65451,40710,32866,25451,15320,13090,3776,4732,23201,18376,16765,34473,25303,81741,20154,53870,14657,28568,11280,12793,17475,40793
cty40011,"Blaine County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26827,29368,51055,55873,37171,41089,23650,25228,15058,16575,30269,32660,22253,23198,41660,47561,30203,33545,19891,19985,13575,13670,24586,25695,31622,35991,64931,63204,45005,48626,27592,30959,16650,20931,36262,39687,18949,25309,15877,38543,17241,31658,18500,23878,19416,18277,17846,27755,17836,23485,6491,26121,12301,24688,17466,23182,21104,22205,14718,23920,,26521,,46619,,36499,,24855,,15928,,30719,29399,31643,48804,58628,37275,42821,26019,26274,18889,17451,31340,33945,24662,24479,42080,49163,31495,34810,21785,20135,16036,13748,26111,26369,34209,39490,57498,65105,43467,50605,30309,33340,21744,23448,36685,41779,21568,29849,74521,19236,39227,24961,19632,30512,5788,35230,29284,27712,16711,22914,29108,0,21862,3450,15884,23655,12361,36692,18777,14124,25800,34800,649917,38365,56447,36762,22707,34777,211,32654,37637,35862,16645,21360,70854,59974,37248,39295,17333,20459,4877,7791,27104,29697,14109,21278,14959,84648,14066,40959,13413,21615,12961,8938,13707,30014,20185,21656,649917,50591,59438,38833,21853,19916,2072,6870,38931,29990
cty38005,"Benson County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25800,27980,53594,56459,37709,40759,22789,24018,13452,14948,30091,31885,25137,27217,42077,66271,32391,41305,23791,23596,18294,15263,27691,30882,26256,28699,63128,51441,41577,40701,21678,24410,9218,14587,31808,32836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35606,38634,46489,44916,40253,41507,33981,36993,30147,34615,36927,39115,32716,37595,27737,46123,30803,40979,33736,35581,35500,33239,32432,37830,38146,39822,62527,44309,47097,42124,33845,38308,25623,35928,40137,40295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10199,11844,26960,18177,17452,15107,9336,11482,3965,8865,13365,13310,11786,11633,26270,11980,17197,11473,10951,11047,6564,10756,13783,11234,9078,12110,27426,19801,17908,16903,7898,11722,1765,7886,13199,14492
cty38059,"Morton County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38021,39020,51913,56390,41751,44381,32144,31737,26213,25115,36768,37559,32196,33452,42618,53485,34804,38783,27956,25982,23619,19851,31044,31277,44121,44815,65399,61083,49948,50685,36452,37233,28698,30024,42972,43811,,35749,,72281,,44965,,26247,,13582,,35208,,,,,,,,,,,,,,,,,,,,,,,,,39120,40418,51264,53198,42492,44446,34278,34369,29338,29226,38101,39010,32850,34601,40948,50199,34886,38990,29359,27951,26094,23053,31799,32554,45998,46554,66769,57644,51480,50830,38977,41041,31737,35572,44758,45902,26591,27048,56382,43907,35676,32124,20478,21165,9684,12195,28017,26719,21080,26777,49394,40449,29607,29600,14656,20688,5532,15185,21919,24860,33105,26054,83040,67647,47043,42813,28948,22643,15004,1972,37498,33450,11038,15916,29527,32422,18598,24735,9209,15394,3078,9147,13828,19965,10566,12557,38904,34568,22183,22328,10460,12345,2586,5505,15597,16588,11746,19003,24458,31021,16944,26576,9104,18129,4041,12385,13264,22667
cty46103,"Pennington County, SD",31904,28880,50162,35254,35055,29590,25920,24775,19885,20918,29834,27049,32786,28536,54144,32414,36793,29297,27112,26457,20730,24090,30839,27704,30038,29280,44497,37635,32381,29771,24395,23531,19129,18766,28091,26703,30329,30567,46195,46212,35011,36121,23378,23461,15915,16453,29103,29492,25867,26695,40112,43844,29609,31877,20063,19825,14183,14193,24408,24904,34737,34343,53306,48780,40433,40335,26569,26987,17600,18840,33616,33884,24520,27282,29249,36806,26081,30937,23215,24252,21135,19435,24703,27584,22770,23750,12527,35798,19401,28698,25986,21274,30326,16486,22532,24922,25684,30084,39632,38280,30226,33006,21970,26486,15674,21439,26206,29785,32568,33300,45208,44698,35807,36902,26212,26705,20115,21148,30762,31529,27548,29101,39219,42620,30302,32778,21973,22012,17015,17155,25685,26587,37657,37457,52226,47037,41461,41021,30396,31148,23118,24966,35807,36260,26945,26666,54335,38408,35457,31193,21224,24273,11080,18381,28284,27773,22081,23577,41875,30576,28659,26043,17965,22214,11580,19805,23216,24004,31855,30404,62875,46433,40546,37366,24786,27037,12238,15878,32507,32648,13434,14405,32956,33125,22203,24356,12808,13827,6676,6575,17282,18915,11487,12010,32491,32556,19847,20881,10993,11408,4888,4895,14904,15464,15210,16662,32683,33864,24016,27687,14587,16031,8786,8022,19447,22271
cty30005,"Blaine County, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24857,22514,42026,43694,32986,33360,23178,19909,16847,12729,28017,26363,24305,19333,35951,38566,29113,28341,22810,17627,18786,12753,25674,22128,25449,26308,46257,49302,35835,38997,23249,22717,15081,12975,29745,31197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30904,32891,39330,44357,34655,38534,29654,30889,26502,26806,32029,34483,27386,29130,34020,44321,30110,35975,26407,27089,24202,23103,28052,30828,34569,37014,47463,44206,40561,40858,32903,35093,27890,31507,36669,38097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16403,11477,34212,18485,24444,14920,15698,10684,10277,7628,19958,12823,17487,10064,52820,14157,31489,11764,17893,9710,9001,8286,24042,10611,15633,12993,27628,24528,21488,20215,14859,12413,10809,6756,18268,16480
cty30085,"Roosevelt County, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29641,25629,49150,52675,37250,37691,25395,20409,17778,11203,31188,28641,24041,21475,41743,38737,30379,28966,20163,18744,13880,14022,24814,23048,35915,29357,59301,61757,44916,44317,31071,22339,22490,9497,37966,33563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34793,33568,43480,47510,37839,39338,31980,29052,28346,23534,34741,33876,27450,27139,40265,27646,31659,27348,23703,27007,18938,26854,27240,27152,42961,39402,50682,59084,46241,47332,41360,31765,38288,22453,43736,39561,,21633,,649917,,49382,,16287,,0,,32179,,,,,,,,,,,,,,,,,,,,,,,,,17583,14356,38803,30023,27064,22662,16646,13867,10192,7799,21761,18102,14873,12765,29928,27025,21178,18578,14918,11836,10806,7125,17673,14753,19863,15783,43423,32037,30910,26271,17747,15402,9753,7906,24667,21194
cty46109,"Roberts County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30977,29185,59542,57099,41055,40839,25518,23678,15719,14426,33022,31744,26981,25243,55062,53598,36363,36066,22123,20494,13338,13256,28559,27025,34977,32578,63523,59101,45335,44950,29094,26399,18945,15412,37160,35800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36498,36062,51111,47473,41566,40865,32632,32532,27198,28147,36798,36429,31793,30997,43839,41336,35752,34932,28552,27933,24299,24795,31725,30883,40816,40401,59111,53463,47211,46452,36276,36007,29556,29828,41479,41292,,27424,,,,,,27065,,30859,,24787,,,,,,,,,,,,,,,,,,,,,,,,,15888,13398,32080,32958,22937,23845,14819,12961,9722,5394,18737,18194,16472,11150,32876,28537,23098,18888,15997,11154,11415,5769,19160,14518,15037,15428,30776,33701,22213,27103,13046,14726,7224,6104,17714,21306
cty29119,"McDonald County, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23584,24869,42152,40968,31910,32800,20737,21961,13750,15974,26264,27156,18442,19101,33258,33282,24589,25367,16526,16951,11713,13154,20159,20468,28286,30227,48611,47845,37535,39676,24611,26570,16185,18543,31247,33358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24676,25269,42096,42465,32253,33630,21794,21706,15227,15258,26798,27407,19163,19428,32295,33209,24595,25620,17217,16886,13102,13206,20483,20574,29685,30665,50195,49864,38550,40646,26093,26172,17683,16935,32251,33678,24411,26141,61644,38137,39410,31920,24742,25964,14197,20900,31920,28973,23181,20366,67677,47981,38351,31791,21800,19286,11767,11764,29843,25141,26634,30861,432282,36020,52538,33552,28501,30497,11063,27187,39385,32170,18026,25834,10020,35688,14287,30811,18126,24937,20748,20791,16193,27844,13056,21224,17596,14742,14850,18462,12928,21696,11563,23907,13801,20270,19792,31442,496,46593,10413,39909,22391,28642,30200,20684,15969,34579
cty38085,"Sioux County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15883,19985,39391,58105,27301,37526,13935,15475,5508,3777,20419,25969,12150,19428,62352,71325,31512,37611,9490,14430,0,3678,19257,24054,19487,20404,32779,51973,26657,37948,18505,16386,13418,3667,22735,27688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31216,34823,21935,41005,27518,37752,33668,33315,37661,30946,30728,35411,22393,32041,48626,32703,31974,32242,17482,31715,9262,31478,23939,31938,,37718,,53758,,45729,,33923,,26851,,39909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10506,14251,33416,46882,20402,30239,9125,11579,1968,185,14599,20650,8319,13198,47108,67840,23360,32190,7285,10786,0,0,14431,20029,13484,14850,32502,41034,22478,30835,11753,12414,4937,439,17216,22174
cty45033,"Dillon County, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21683,21514,45670,44260,32773,32931,19101,18210,10655,10410,25865,25276,19044,19912,39595,43414,27932,30304,17265,16984,10844,10897,22103,22580,24097,22975,49807,44608,36357,35213,20752,19250,10881,9770,28819,27659,18881,17970,41212,30851,29400,24736,19002,17619,11819,12827,24413,21157,17401,17859,32368,23898,24673,20800,17567,17567,13112,15543,21299,19144,20345,18061,48510,36828,32957,28328,20286,17585,10901,9705,26786,23042,25425,26238,46343,45485,33276,34312,19881,19613,11703,11898,26293,26646,21055,23011,42082,45986,28696,31575,16303,16127,9299,9515,21796,22672,29203,29154,49607,44762,36992,36648,23275,22835,14145,14079,30101,30100,21011,20568,21003,45086,21472,32177,21895,20274,22205,10565,21685,26310,,15897,,23513,,19055,,15412,,13261,,17080,,25673,,59275,,41276,,24489,,6909,,33519,16841,15823,86622,51170,38114,33110,14890,13883,916,1210,26221,23314,13004,16249,115061,649917,36379,40848,13491,11271,68,0,23676,24030,20528,16238,68278,18971,40402,17768,20264,15560,7999,14055,30690,16731
cty02050,"Bethel Census Area, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15939,17987,32064,37052,23892,28307,14695,16357,8991,10073,19149,22066,17468,17378,34026,41452,24793,28854,16222,15877,11088,9939,20079,21297,14578,18600,30212,34430,22868,28265,13353,16995,7160,10379,18151,22934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30867,37512,39353,50091,32605,42124,25354,32473,20724,27433,28813,36961,26215,33963,28623,46641,26530,38608,24535,30297,23345,26637,25421,33762,37745,41378,51623,50135,40381,44567,28691,35774,20900,30468,34425,40275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14864,16129,31797,33940,22434,25506,14183,15270,8922,8389,18139,20281,16353,15852,37142,37188,24833,25061,15939,15013,10169,8390,19910,19370,13515,16406,27274,31951,20255,26257,12839,15515,8089,8121,16610,21243
cty56013,"Fremont County, WY",,34903,,44279,,36240,,,,,,32830,,,,,,,,,,,,,,,,,,,,,,,,,31530,30826,48285,46252,37182,36670,26006,24685,18822,18033,31466,30378,24187,23769,40123,40361,29187,29313,19231,17846,13181,12616,23762,22670,38949,37572,57889,52608,45302,43942,32861,31132,25250,23601,39049,37653,24613,22778,,,,,25723,19551,33684,10269,19962,26296,,,,,,,,,,,,,,,,,,,,,,,,,33376,32981,47851,43835,37928,36949,28151,27867,22007,22938,32757,32160,25344,25477,39728,38595,29481,29714,19886,19675,14349,15249,24166,23951,41605,40069,58264,49639,46734,44037,35993,35128,29354,29730,41121,39697,28772,28946,39280,53111,32613,37190,26771,24149,22452,13387,29666,30691,22023,23060,23599,46708,22708,30548,21969,17844,21506,10245,22331,23790,36404,36541,45537,67260,39644,47565,34241,31866,29935,16112,36901,40025,14170,15375,25225,38422,18946,27202,13572,13848,10061,4695,16135,20344,13099,11051,16496,28253,14150,18056,12449,9904,11246,4247,13227,13515,15205,19795,30354,47076,22509,36231,14052,17731,8784,4986,18381,27648
cty40015,"Caddo County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24880,25179,53151,48553,36854,36499,21352,21763,11718,13808,28969,28791,19997,20493,42142,39941,29138,29241,17422,18108,10352,13021,22743,22793,29356,29280,67590,54620,44425,42427,24945,24987,12831,14552,34694,33940,20945,19245,98103,29029,42538,24328,20551,18852,5442,15065,31726,21578,18940,19583,42529,1567,28705,11139,16404,21522,8590,28437,22873,16300,23391,18914,649917,39900,66008,30161,25970,18046,2564,9122,42419,24211,29822,30634,49959,46225,37575,37547,25672,26401,18138,20331,31296,31666,22798,23149,39140,38786,28943,29684,19356,19400,13871,14891,23630,23779,35971,36962,61348,50703,45171,43604,31016,32610,21939,25873,37812,38247,20470,24188,52147,44154,34357,33619,20463,23930,10579,15756,27369,28825,17464,20478,41109,20742,28092,20386,17507,20088,11197,19901,22699,20227,23697,29048,61456,136698,39528,55175,23578,29407,10864,5547,31428,42006,17240,17253,47677,40079,30538,29451,16294,16766,7371,8275,23303,23048,16190,16216,38641,49929,25086,30716,15362,16122,9008,6521,19688,22549,18311,18063,69670,33898,39506,28188,17894,17382,4770,10005,29134,23189
cty27021,"Cass County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29590,30811,46782,46627,35702,37221,24284,25531,16928,19053,29889,31073,24359,26655,40346,42289,29594,32216,19831,21994,13845,17059,24276,26295,34389,34632,52781,50950,41097,42061,28447,28539,20324,20390,34855,35476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31507,32952,46522,45000,36540,37729,26509,28263,20150,23144,31257,32726,25657,28339,39792,40042,30149,32505,21152,24142,15843,20349,25163,27688,37031,37145,53273,49935,42470,42827,31567,31680,24475,24786,36878,37411,25719,28709,34434,49125,28637,36634,23411,25843,19536,16748,26009,31255,,31251,,59144,,38654,,25536,,17359,,31575,,26587,,44107,,35819,,26110,,15583,,31405,13700,14139,17633,35789,15291,25752,13287,13729,11933,5452,14271,19555,13950,14749,30536,44896,20635,27774,13651,14171,8918,5081,16690,20061,13123,13450,9463,28940,11170,23434,13034,13257,14174,6004,12064,18584
cty27095,"Mille Lacs County, MN",,25375,,19299,,23661,,,,,,25620,,,,,,,,,,,,,,,,,,,,,,,,,32376,33404,53323,52020,38842,40105,25312,26487,16676,19022,31897,32883,27946,28615,45367,49073,33075,35193,22440,22116,15720,15854,27268,27599,36607,38036,62811,54628,44558,44785,28012,30785,17580,22581,36269,37879,,22041,,423,,13471,,30065,,42464,,21706,,,,,,,,,,,,,,,,,,,,,,,,,33615,34770,53289,50648,39443,40397,26856,28100,18950,21501,32765,33850,28539,29254,45033,47291,33386,35158,23022,22549,16847,16874,27628,27889,38584,40116,62597,53065,45373,45277,30634,33688,21175,26713,37703,39579,29225,22480,62653,60347,38941,35354,23444,16411,12398,1429,31049,25985,,25646,,84098,,38400,,17262,,4603,,27078,36404,19650,96254,43945,49226,31093,29649,15713,14901,510,38752,24150,11888,16277,44886,19823,26627,18111,11190,16074,1565,14708,18596,17071,18189,17773,55506,28891,31878,22597,17315,17305,7768,13891,23897,19626,7808,14873,32186,9563,19970,11222,6989,14286,198,16458,13787,12671
cty46029,"Codington County, SD",,32071,,28909,,31040,,32869,,34331,,32006,,,,,,,,,,,,,,,,,,,,,,,,,34402,35720,49354,49415,38540,39955,27856,28717,21048,22600,33049,33989,29951,31890,41741,45697,33049,35407,25340,25394,20415,20555,28832,29576,38621,39616,57014,53781,43735,44966,30416,32199,22065,24787,37088,38665,,23778,,,,,,22286,,19176,,24452,,,,,,,,,,,,,,,,,,,,,,,,,35142,36646,48670,48550,38777,40444,29153,30399,23144,25067,33673,35095,30508,32785,40708,45068,33197,35978,26311,26368,22202,22046,29364,30413,39595,40509,56537,52630,44228,45046,32484,33666,24966,26803,38158,39459,27769,25376,57182,12286,37589,19601,23609,27067,13564,33324,30492,23309,28402,19506,45562,10535,32337,16826,22071,22385,15654,25870,27109,19780,27098,30073,36449,22878,30808,26155,25274,30248,20673,34731,28035,28006,12293,14509,23533,16456,17187,15448,11825,14259,8219,13430,14448,14842,10020,11753,0,,948,,10471,12386,17263,14620,5873,10888,14293,17466,59604,19880,35089,18794,14161,16773,1558,15372,25057,17851
cty38053,"McKenzie County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40238,39805,49200,74561,43583,50838,37949,32624,34518,23673,40659,40619,32953,33507,58400,61939,40087,42125,27163,27240,19068,20232,32910,33311,47560,46434,46388,93430,47029,62210,47892,38073,48472,27082,47443,48704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44471,44148,46658,65676,45419,51619,44095,38391,43276,32209,44720,44189,35318,36420,50818,60584,39866,43923,30965,30224,25822,24350,34841,35811,55930,53754,48617,78252,52887,63657,59163,47404,64328,39925,55862,54911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18465,14626,33787,39926,24361,27580,15910,13017,10682,3044,20030,20079,10145,8403,0,15513,184,11409,11057,7843,19428,5414,5461,9428,22906,18728,42811,46323,30582,35125,17652,15807,9804,2588,24449,26159
cty46121,"Todd County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16123,15090,41284,41311,28963,29222,15379,13230,6961,4517,22045,20748,18363,14423,52043,52238,33008,31290,17569,11998,8179,2926,24590,19912,13870,15674,32602,36016,24072,28211,12991,14167,5775,5679,18585,21479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30876,28302,45615,29455,37286,28872,28848,28045,23551,27593,32829,28440,30267,24756,82289,48588,45217,34508,26917,19996,16490,13686,34697,26164,30257,31833,16607,22328,24215,26559,33623,34329,40241,39536,28916,30214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12141,10985,38179,33880,24047,23291,11742,10696,3790,2130,17618,16753,15522,10198,52113,41577,29357,23936,14669,9755,4927,812,21218,15828,8712,11881,26939,29835,17877,23345,8362,11374,2402,2916,13391,17631
